dimension_1,dimension_2,dimension_3,dimension_4,dimension_5,dimension_6,dimension_7,dimension_8,dimension_9,dimension_10
45,99,32,76,87,35,57,22,80,92
90,46,20,50,77,48,25,37,69,33
12,100,30,98,64,20,11,8,66,35
42,59,30,62,26,83,100,69,27,37
83,16,44,44,83,16,5,66,7,84
40,71,79,25,72,8,49,26,86,25
77,85,43,45,17,39,47,15,99,60
100,95,79,5,63,51,99,97,50,23
60,64,1,12,37,98,55,16,25,18
95,5,16,92,79,70,22,19,4,35
92,6,81,23,68,21,71,85,83,23
43,40,19,57,25,56,30,19,45,6
93,72,92,28,59,15,21,73,59,94
11,59,90,50,47,100,47,92,94,37
24,35,43,51,100,72,99,6,33,85
62,85,31,36,6,1,47,20,60,84
94,22,50,96,10,55,62,64,56,11
86,41,55,99,97,49,30,65,100,56
37,53,36,71,0,31,37,29,72,7
34,33,29,71,92,24,95,3,38,11
77,99,43,33,45,22,84,77,67,34
93,6,87,2,22,74,47,29,7,93
71,30,98,59,31,35,50,23,29,74
13,61,2,67,23,56,83,32,13,93
97,53,54,21,90,65,23,84,17,12
28,72,55,67,42,12,45,32,23,56
11,2,54,89,39,50,35,18,66,54
14,51,5,86,2,39,93,66,86,89
69,50,43,95,42,94,11,1,14,43
39,19,33,22,14,18,68,45,44,48
9,58,79,80,1,47,59,70,65,61
25,34,21,87,80,44,43,21,22,29
37,93,44,76,44,46,0,86,32,68
45,60,40,33,13,14,60,60,47,12
64,58,28,82,55,28,99,12,14,20
79,82,10,32,82,13,78,21,37,18
33,14,34,28,14,60,21,45,42,91
21,33,59,51,31,36,43,43,37,86
62,29,34,85,33,48,90,59,0,68
23,30,13,0,93,28,71,60,69,31
81,89,25,35,10,36,93,100,78,61
10,82,38,96,88,16,18,48,23,87
25,25,5,7,45,24,66,33,54,69
37,95,11,13,93,90,32,37,64,10
99,21,88,67,78,62,64,58,38,12
3,76,75,92,82,7,14,91,50,59
74,66,42,71,99,52,45,7,22,87
48,27,91,73,84,39,12,64,51,25
10,88,73,57,54,48,83,15,52,51
13,52,67,39,37,87,22,33,78,32
99,6,100,49,68,51,91,25,44,92
17,45,45,90,48,55,37,29,53,46
54,39,77,38,90,98,15,4,0,51
35,11,31,21,3,52,98,0,93,15
89,95,21,15,44,97,34,57,62,73
1,99,15,42,7,49,30,98,55,48
73,15,1,86,52,63,65,75,41,62
96,33,45,61,93,96,39,55,34,5
76,69,1,13,85,6,100,44,26,27
48,25,22,78,1,81,28,73,92,30
83,64,27,67,13,18,78,36,57,90
35,13,89,17,35,3,100,92,88,52
43,4,41,99,34,18,26,84,83,28
95,65,28,82,90,11,98,1,42,30
64,48,76,39,75,40,61,36,90,98
67,5,66,47,56,22,80,47,99,2
71,0,41,86,74,100,29,95,32,71
54,16,27,57,22,26,34,19,92,94
100,33,9,78,24,6,7,81,63,95
44,72,71,100,40,5,30,94,85,87
57,9,41,41,80,40,45,72,86,69
48,70,63,36,72,23,81,57,32,14
1,50,45,18,57,11,42,1,37,80
51,38,80,10,16,28,89,84,81,39
18,39,37,1,99,21,73,16,11,10
57,6,62,93,38,14,26,70,17,32
100,4,77,18,0,57,36,96,74,28
2,0,44,6,8,75,99,93,58,12
39,13,39,59,31,17,33,41,60,93
16,71,98,45,31,79,31,39,16,8
58,67,34,10,83,19,72,63,33,69
45,50,40,0,79,16,76,28,42,14
93,73,39,28,77,3,61,84,62,37
64,37,36,100,10,52,15,21,25,76
56,31,3,94,43,75,85,70,40,88
86,46,37,7,80,96,35,23,78,59
63,59,41,62,32,51,95,82,61,63
61,27,25,52,24,63,68,44,1,19
54,20,5,9,25,1,3,100,72,92
89,17,9,15,7,94,13,67,21,9
97,7,5,72,63,11,5,43,61,70
57,35,27,44,14,56,79,57,17,46
10,58,43,43,62,93,34,10,60,75
71,91,51,57,69,35,37,68,8,77
76,77,41,46,89,99,13,47,60,87
25,9,73,88,3,67,44,63,92,15
25,43,17,15,62,0,7,80,78,20
55,10,75,57,58,85,46,38,44,66
62,73,12,48,95,35,89,70,91,89
70,56,69,1,66,86,42,78,17,46
37,44,71,4,30,17,83,9,69,14
72,48,93,22,16,99,99,30,94,69
9,32,9,15,57,65,54,27,7,85
17,12,100,67,52,69,30,50,74,44
44,48,68,74,72,88,91,15,22,3
26,32,53,11,92,19,42,84,81,29
71,84,39,39,9,39,92,15,78,83
75,71,23,93,0,52,78,94,91,60
61,29,44,53,8,35,64,28,6,34
89,44,74,59,69,36,66,55,23,29
41,59,10,76,85,95,65,49,98,9
41,90,80,25,29,97,86,11,47,17
38,80,11,55,100,21,71,11,17,95
49,39,36,49,70,6,75,86,74,87
39,2,28,57,88,75,73,20,78,55
70,74,43,59,61,32,52,14,13,62
21,79,64,85,74,22,88,44,33,71
55,45,79,11,99,15,53,47,0,55
36,61,40,91,32,52,64,44,52,37
55,63,24,88,30,2,19,60,72,8
48,85,78,14,18,15,59,50,24,87
19,70,51,100,35,67,89,84,95,31
12,33,14,61,5,82,81,86,21,36
58,59,84,29,76,44,59,71,87,97
32,33,58,74,35,92,96,11,14,88
44,75,4,47,59,58,32,26,53,46
45,87,21,14,5,77,58,56,47,9
85,56,29,9,42,4,2,45,74,4
61,96,1,80,50,63,74,25,21,40
40,33,8,39,19,75,85,97,34,19
82,35,88,22,17,3,95,69,67,20
51,30,64,23,100,58,3,82,36,56
83,13,96,76,20,86,14,14,21,62
9,61,55,82,11,100,15,14,63,30
11,52,76,43,69,97,71,46,55,36
38,45,56,34,25,71,35,65,23,9
51,37,0,17,43,53,10,38,69,47
0,98,6,21,96,40,8,86,14,31
98,67,73,54,33,58,20,40,12,74
86,35,95,33,35,77,23,32,29,11
57,65,16,24,93,47,74,3,44,80
14,46,2,50,57,0,55,12,3,78
96,82,11,37,62,29,8,25,22,1
97,13,11,18,76,95,19,37,37,87
52,33,3,22,93,58,72,63,100,58
8,68,26,76,65,16,98,0,69,100
83,4,14,70,12,22,66,47,36,16
47,3,89,71,48,52,90,31,58,76
20,18,68,89,75,42,95,85,28,24
34,26,85,79,26,20,88,57,64,29
88,16,75,91,70,4,98,93,23,30
47,56,51,51,63,42,51,49,91,69
39,50,54,67,51,74,31,20,75,3
29,99,50,14,58,56,16,24,86,69
95,37,29,67,39,66,71,9,4,79
55,41,67,36,25,22,58,95,14,39
82,26,35,41,41,57,58,79,48,17
6,48,70,8,20,17,27,40,31,97
25,60,45,79,60,83,33,34,85,79
89,58,52,71,7,71,39,10,34,68
83,99,94,75,52,34,5,99,88,89
78,32,28,42,77,45,10,36,42,28
16,4,98,11,74,34,80,87,74,100
71,69,88,88,72,0,17,65,86,67
72,77,91,81,100,7,55,36,94,38
81,30,1,43,87,39,90,28,46,66
37,89,100,43,94,82,36,74,39,20
12,34,10,72,71,54,41,88,97,36
3,48,83,69,8,35,68,17,36,87
7,43,96,81,79,22,20,13,86,21
6,53,41,31,54,89,21,23,16,86
25,57,19,40,78,63,85,3,87,47
3,51,77,27,55,52,1,68,50,83
7,62,68,65,38,37,86,78,10,89
82,39,35,67,58,35,74,23,81,13
35,18,77,34,62,16,38,20,31,20
65,56,91,41,9,62,91,15,22,95
16,62,36,46,4,12,38,38,10,42
14,28,66,72,31,84,81,43,5,49
5,42,71,82,85,15,47,18,13,2
78,10,78,59,51,47,63,84,29,65
5,96,81,85,3,87,55,24,42,15
9,93,38,24,31,5,60,77,61,26
61,36,81,91,78,96,15,62,61,33
11,59,13,61,7,83,95,96,63,81
41,42,70,60,67,57,21,100,53,78
21,85,50,19,90,46,97,77,61,35
29,40,91,4,66,2,71,14,28,69
5,71,83,8,15,51,72,3,12,37
95,13,16,78,2,68,31,77,77,45
49,45,5,14,56,40,90,40,0,27
59,19,3,93,36,93,87,59,13,15
30,2,23,34,47,100,75,25,28,78
68,99,63,34,80,65,60,21,84,23
58,54,86,47,47,67,61,61,97,12
87,57,27,1,56,39,77,61,56,21
77,85,7,90,48,95,85,86,92,61
9,21,49,96,53,39,74,55,96,30
40,38,93,58,76,25,26,65,53,27
24,81,99,87,67,99,87,73,57,66
95,45,26,95,26,44,17,36,64,93
77,50,41,81,49,17,20,88,14,10
96,32,7,97,8,37,48,59,15,33
27,33,14,46,84,51,82,87,29,72
91,53,0,68,92,1,43,94,53,56
60,2,79,31,79,61,14,86,81,61
89,30,32,17,1,26,2,42,20,0
72,16,54,77,30,20,35,61,52,90
45,19,27,65,55,72,85,20,88,60
81,9,11,70,52,74,62,45,56,34
3,16,37,20,46,40,70,8,61,31
82,62,2,95,56,49,5,47,28,97
29,44,86,56,92,84,36,57,12,77
80,38,36,83,32,78,79,33,88,22
30,1,8,24,75,45,86,64,83,66
58,34,4,3,80,73,13,82,55,30
73,16,69,32,79,71,68,29,63,30
68,12,52,64,71,73,33,94,92,83
81,84,39,45,1,40,84,78,62,70
71,32,5,86,11,19,46,89,18,7
51,47,29,21,27,97,72,82,92,95
78,49,48,26,29,80,1,54,2,93
19,85,83,13,23,91,72,80,21,29
47,27,42,9,59,67,36,92,4,12
20,33,34,93,62,53,5,13,9,3
20,5,54,88,10,89,64,32,26,74
33,11,55,55,52,80,67,15,94,29
28,63,92,67,95,46,3,3,1,12
73,49,10,76,69,39,8,5,59,29
63,1,5,84,5,9,10,88,64,42
33,31,15,18,11,9,46,24,19,85
2,4,100,67,37,83,29,18,57,32
72,96,44,75,6,59,69,69,72,91
12,85,2,71,64,0,16,0,49,38
50,65,75,13,26,44,16,67,80,36
69,77,2,46,72,98,36,91,5,93
7,13,71,81,63,94,18,46,19,54
54,9,77,25,60,62,55,63,35,22
57,8,63,2,81,90,6,29,7,77
61,83,12,92,78,91,93,4,92,77
74,2,58,98,85,6,8,35,72,100
64,60,32,91,100,19,41,66,60,26
33,83,18,15,5,95,92,73,5,95
24,46,58,11,97,66,6,29,81,96
80,65,28,92,17,49,44,38,97,1
89,42,57,85,20,54,47,68,35,66
67,59,99,46,58,66,8,88,23,27
68,24,3,94,46,76,3,95,42,60
27,98,19,75,76,8,45,73,49,26
3,12,34,79,44,22,11,25,96,81
100,40,60,23,92,50,12,1,27,72
80,86,57,55,23,84,81,63,52,1
94,69,84,46,10,52,83,98,63,53
48,90,96,77,32,31,80,99,81,98
75,1,17,41,81,42,8,2,67,76
75,27,23,12,67,45,87,73,93,24
60,7,78,40,23,62,1,71,32,20
5,48,74,0,72,5,59,82,77,67
72,24,43,41,74,98,99,3,15,24
100,66,94,80,71,84,96,3,72,29
15,95,37,77,43,62,3,58,89,2
15,18,67,26,64,23,70,87,45,100
35,56,87,19,41,31,59,45,41,19
37,32,56,58,56,92,60,89,69,72
31,21,6,99,16,60,27,60,33,87
42,39,49,67,67,18,16,6,4,78
84,1,32,55,75,96,4,16,98,80
53,16,12,95,14,71,85,11,1,35
54,30,11,79,9,51,19,63,80,18
38,96,93,80,49,46,80,31,81,66
87,35,89,75,32,86,81,56,24,40
60,87,23,24,47,1,32,17,69,11
22,75,66,34,1,54,19,80,58,56
0,26,6,91,51,13,81,32,94,55
34,42,54,22,3,93,91,35,92,71
76,77,35,67,77,64,23,44,70,93
62,58,64,76,63,27,38,60,14,65
21,97,61,81,84,98,21,70,58,86
10,2,28,66,43,85,15,70,13,8
67,84,65,54,85,89,15,81,82,33
93,54,66,71,100,80,73,0,14,45
87,44,38,12,76,55,23,88,60,30
8,7,86,67,72,26,37,53,64,11
86,17,94,8,35,27,29,6,72,53
88,72,39,27,88,71,40,41,78,31
78,75,97,69,31,10,16,48,93,38
17,4,4,17,91,36,22,5,54,26
15,61,59,53,51,5,95,17,56,4
56,72,81,22,7,96,26,9,44,40
20,65,46,32,46,35,3,18,66,87
25,27,42,27,49,4,89,21,93,54
24,49,73,28,36,23,96,72,67,25
58,12,64,60,32,11,10,67,99,0
20,70,47,45,47,36,89,83,80,25
68,28,91,46,42,28,91,79,83,40
82,78,40,71,98,64,17,49,37,78
20,65,7,24,29,53,76,50,81,5
53,41,52,56,23,80,22,28,37,77
68,60,59,54,23,35,48,54,74,7
14,16,32,63,31,99,99,64,44,9
21,57,76,24,88,86,42,4,48,2
84,9,72,94,89,6,97,23,85,79
62,56,34,32,77,37,93,7,44,7
9,93,53,22,41,30,38,53,26,32
92,78,51,28,97,70,95,25,1,66
86,79,100,41,67,70,79,60,9,15
42,57,0,40,62,7,64,6,4,52
13,24,37,43,57,61,18,18,59,19
11,50,34,51,9,74,25,33,75,86
44,60,97,52,80,8,87,92,80,91
22,64,70,25,72,59,30,10,21,92
79,48,83,37,66,66,59,48,85,29
15,81,85,94,93,51,35,66,18,32
51,93,47,5,91,20,39,10,94,87
32,86,7,48,25,81,63,5,83,0
44,98,20,57,53,48,35,4,57,5
28,85,62,85,71,81,36,0,97,92
38,89,11,27,49,88,12,46,85,82
42,96,59,19,28,31,8,90,66,24
90,67,100,90,19,75,10,48,48,97
9,33,98,5,38,87,30,11,42,77
79,74,59,10,20,10,76,45,11,99
97,23,13,84,18,44,90,100,83,88
3,71,45,82,49,79,5,50,10,40
33,1,73,62,12,24,55,0,42,30
69,43,7,85,68,100,91,45,61,34
88,81,14,65,17,85,93,90,3,47
64,50,84,39,5,54,3,73,40,46
70,5,28,66,26,11,32,47,81,76
76,59,94,57,34,63,70,59,8,82
85,16,52,83,20,12,57,67,20,4
71,63,13,71,29,22,63,90,68,39
33,96,56,7,6,89,53,59,4,20
13,65,26,31,93,3,30,53,8,27
35,57,97,17,42,77,18,93,23,46
70,36,51,70,51,2,15,15,33,8
58,63,83,82,67,25,16,28,34,97
27,78,41,59,4,29,39,100,9,2
12,59,7,89,60,18,84,23,0,79
32,43,29,69,0,98,5,87,74,80
29,24,83,40,99,43,12,44,89,37
38,61,94,98,75,81,48,47,82,5
78,71,1,1,64,27,45,75,89,55
11,45,36,97,96,54,69,47,17,62
52,38,15,23,53,97,72,56,56,10
97,31,9,74,42,29,97,84,2,27
66,26,30,93,5,76,74,52,64,95
50,71,29,74,78,21,11,14,35,31
74,36,43,94,73,79,45,20,62,87
58,48,89,44,47,77,39,83,26,17
80,42,44,15,19,95,20,19,33,35
17,98,48,96,58,32,63,67,78,6
56,57,16,26,65,2,70,22,45,53
90,37,66,90,39,44,41,11,14,32
37,47,0,48,35,63,55,78,67,16
0,15,47,49,82,38,60,95,1,47
46,11,42,56,11,4,61,33,18,71
6,58,9,100,61,63,40,91,20,12
62,49,44,96,38,69,50,21,15,32
21,7,18,77,93,11,98,31,32,63
100,18,64,20,36,12,26,83,90,3
5,56,10,47,37,34,88,57,77,60
58,25,94,24,67,30,81,17,50,2
24,9,56,63,37,76,68,3,52,40
88,2,45,57,72,74,38,45,91,96
24,39,19,93,7,97,74,38,22,84
20,24,10,87,96,92,21,31,92,55
90,38,35,9,11,34,50,79,22,35
8,39,88,92,49,20,72,93,4,71
18,46,4,88,65,1,1,12,22,86
98,25,67,46,87,61,81,42,27,11
24,82,7,97,85,2,44,58,43,34
29,79,85,71,83,79,99,87,80,0
59,69,33,59,75,89,43,31,20,27
57,35,72,66,96,67,72,68,48,70
62,83,92,77,77,68,76,53,76,90
82,18,41,95,40,23,34,68,20,3
92,8,97,79,7,32,11,79,29,46
100,56,46,89,51,21,64,66,17,14
32,27,79,92,8,13,59,56,41,72
12,51,13,90,1,64,8,7,44,40
9,9,79,76,6,48,59,92,81,32
19,37,68,43,56,88,22,59,98,33
66,1,40,83,40,84,67,40,47,17
88,35,53,53,94,84,61,22,100,87
80,0,13,65,19,8,65,26,25,34
29,89,24,4,85,73,7,38,85,74
53,76,1,15,55,15,76,54,87,96
56,0,83,0,69,22,38,96,92,66
18,47,33,5,59,62,38,37,35,60
13,99,1,42,15,83,80,18,50,59
36,13,19,28,1,12,96,79,68,54
79,25,6,98,79,48,74,33,8,45
19,78,51,7,86,45,56,74,97,16
84,73,30,18,40,5,21,23,31,51
40,82,98,95,84,5,12,100,77,94
22,75,92,59,68,83,33,46,34,93
85,9,7,39,58,73,94,56,21,9
47,71,71,69,95,50,68,97,68,0
9,24,64,9,41,93,93,86,10,9
27,54,98,24,46,42,54,38,96,7
82,94,1,26,0,60,2,85,38,18
10,46,27,44,57,16,47,83,22,30
47,45,30,71,25,21,59,8,37,75
68,57,28,9,17,58,50,74,41,29
43,43,38,5,26,71,71,89,59,63
41,74,76,40,0,26,72,20,15,82
75,99,99,47,23,50,42,23,79,43
92,88,3,3,7,32,8,50,97,57
25,33,27,69,12,58,3,26,73,14
95,71,14,94,25,95,22,38,19,53
72,11,71,91,62,86,48,48,71,27
93,13,73,97,66,63,75,0,48,60
56,87,37,22,54,69,90,52,60,93
79,83,70,26,73,62,25,33,72,82
42,1,44,17,55,77,14,15,64,73
27,19,95,6,35,43,43,85,80,50
15,64,32,16,45,59,29,73,51,81
8,7,97,93,73,65,95,68,81,62
71,44,2,80,70,3,18,25,86,3
81,53,26,80,10,73,71,16,14,65
60,29,13,37,24,76,10,3,99,88
30,35,10,29,26,85,50,83,100,32
89,87,91,38,78,18,82,14,23,20
24,97,14,74,62,78,100,27,79,68
42,89,48,35,18,17,42,74,40,70
32,45,71,18,79,80,8,65,25,12
99,10,42,93,38,100,24,60,77,89
87,49,48,1,9,60,78,62,18,3
34,98,55,39,18,32,92,70,57,97
25,37,14,41,2,57,24,87,45,98
14,71,4,63,25,20,72,49,14,59
29,88,35,84,49,38,85,48,84,93
83,13,92,21,39,61,64,34,8,6
56,39,22,17,91,32,77,27,41,43
87,39,73,67,93,100,72,100,32,91
69,77,96,26,3,58,72,45,16,39
36,47,39,24,42,39,45,42,20,18
59,62,100,96,86,88,62,80,43,35
56,92,36,37,92,27,77,20,9,68
15,99,52,5,12,39,28,95,40,18
49,24,94,40,8,39,38,73,12,77
44,78,71,93,19,36,100,90,81,93
38,74,92,5,50,80,34,39,14,35
92,8,75,61,87,29,87,48,4,9
61,11,12,50,94,33,6,81,20,53
35,47,63,93,33,64,60,92,36,45
11,32,71,81,74,84,41,50,23,19
7,5,77,82,7,80,78,50,33,52
60,83,83,86,20,47,76,21,98,19
7,89,84,47,95,90,66,44,57,50
11,71,16,74,96,40,95,47,2,93
72,71,21,57,14,31,18,85,67,56
74,51,39,7,67,46,22,92,47,28
68,91,6,6,9,69,17,3,44,86
56,12,43,56,27,79,9,94,66,53
86,8,17,66,93,41,49,92,85,56
0,95,67,19,73,70,85,59,41,15
56,100,26,11,87,8,28,31,69,60
39,78,9,55,83,9,9,92,2,64
45,55,54,52,17,88,93,27,72,31
7,16,22,55,34,1,63,80,53,57
35,27,58,28,48,81,50,87,90,99
55,98,56,60,56,76,42,80,78,11
61,33,28,42,63,54,51,90,63,65
66,32,64,32,91,83,42,68,13,63
33,62,37,22,91,31,5,41,32,70
7,61,37,35,43,68,91,69,63,85
49,88,40,42,85,55,1,76,6,54
94,23,92,87,62,15,43,17,66,78
52,70,87,60,23,28,21,77,0,60
12,78,68,86,54,94,6,18,0,44
88,67,80,42,92,99,26,1,50,17
74,57,56,36,28,17,88,38,8,33
80,38,60,36,86,100,3,83,46,93
46,74,52,83,46,2,24,34,10,16
38,6,73,4,8,51,64,100,42,53
95,51,41,40,27,10,5,11,52,81
21,87,78,12,37,35,19,2,43,26
2,16,30,54,0,6,13,99,92,2
25,30,5,50,1,76,39,36,25,75
76,47,78,75,85,41,75,43,39,75
81,72,32,73,80,94,90,3,45,54
20,73,22,0,4,29,81,72,57,32
88,24,80,8,82,67,85,72,51,6
43,81,41,34,93,56,98,85,19,48
6,33,11,89,68,54,29,65,34,17
22,15,48,25,54,52,45,21,50,55
76,6,37,66,81,76,49,60,84,56
59,56,12,73,64,67,63,59,48,25
48,67,74,83,21,12,51,65,46,95
54,88,93,60,40,38,55,14,35,47
66,0,60,45,8,98,91,37,70,51
1,20,0,59,7,54,57,80,15,86
91,32,67,30,79,68,69,78,32,33
64,44,69,77,91,36,11,45,81,77
85,6,57,97,1,43,32,97,99,52
69,7,41,85,24,14,51,9,18,59
97,65,90,0,72,74,18,39,9,54
55,83,37,10,98,11,62,57,56,95
4,34,63,80,95,20,16,80,31,62
46,57,99,83,56,49,61,50,86,100
88,2,94,82,46,71,96,66,30,80
90,64,85,54,9,97,64,66,10,64
45,51,7,1,79,60,16,55,42,74
91,54,41,98,49,54,3,64,89,60
18,52,1,78,29,30,16,65,59,47
32,8,5,34,22,22,11,58,66,47
45,24,30,97,8,18,5,38,0,88
67,87,61,7,85,99,52,93,22,2
53,23,100,88,31,33,13,96,41,87
78,7,82,21,66,57,8,6,71,41
29,18,39,14,4,42,32,84,100,2
45,84,60,97,38,88,11,74,35,90
13,81,50,83,22,71,3,31,72,39
69,96,2,55,12,40,29,84,76,6
60,47,96,80,90,54,90,45,37,54
61,6,57,80,95,90,54,32,80,56
98,84,43,95,78,28,46,64,86,11
51,49,38,83,94,46,4,11,84,86
91,92,35,15,50,92,41,41,8,57
96,71,22,30,47,1,27,94,64,80
35,7,48,25,87,91,77,91,86,97
37,88,22,10,74,71,48,88,69,97
10,90,71,10,50,44,98,53,55,42
11,46,53,17,74,68,74,26,100,48
50,71,85,65,52,9,11,88,43,4
55,38,14,22,39,73,22,84,4,5
85,62,49,14,33,90,85,24,7,12
35,52,37,39,75,50,50,10,11,86
23,96,64,76,24,71,99,91,17,94
26,22,54,24,85,23,97,31,51,76
99,80,99,8,33,14,64,70,92,8
26,6,62,53,94,54,96,42,21,42
83,55,60,7,18,24,98,34,97,100
31,76,81,37,46,44,54,28,65,56
81,13,81,68,67,56,12,82,37,51
66,46,99,21,21,78,7,86,48,10
15,7,94,9,16,57,49,61,77,57
89,2,17,64,28,87,93,46,16,27
49,65,29,39,75,66,31,42,15,17
64,72,44,60,62,15,40,41,66,0
24,72,71,79,68,72,20,67,92,97
86,80,39,45,40,39,54,16,27,58
84,17,49,68,84,6,44,85,29,59
82,61,30,89,51,72,36,11,33,10
15,28,36,32,72,36,82,39,80,28
24,90,49,10,60,94,75,57,42,22
67,96,36,86,81,92,56,4,15,73
31,91,91,44,76,45,17,62,95,34
87,40,45,8,36,75,43,100,14,68
82,59,44,60,14,34,15,22,75,2
74,27,76,72,70,62,86,83,6,18
100,23,96,43,58,16,1,94,28,96
28,20,35,10,35,80,3,77,12,99
89,32,94,6,90,22,58,33,90,74
44,5,80,8,97,84,17,43,90,34
38,82,26,26,23,45,18,1,66,28
36,0,7,51,92,39,74,7,7,74
0,33,34,84,70,59,21,3,100,100
82,5,10,9,76,65,72,24,12,94
61,17,87,79,79,75,2,24,41,53
24,70,48,96,36,24,48,92,24,65
15,2,3,95,89,100,49,29,48,22
37,68,27,17,28,2,16,25,84,73
80,16,39,26,70,89,0,10,45,17
47,85,81,71,38,8,10,62,4,10
17,39,89,83,69,81,45,29,74,84
32,14,5,60,40,76,27,98,20,96
17,49,56,76,39,11,29,59,53,38
26,64,36,28,44,40,59,59,90,44
48,100,4,82,12,94,67,26,78,43
31,97,64,87,83,96,62,28,63,89
50,18,65,64,33,98,65,44,46,23
66,68,64,51,10,23,57,67,48,43
84,51,15,70,77,99,74,88,59,26
50,71,97,93,65,91,23,55,71,95
98,46,72,33,4,45,78,63,20,97
61,83,65,20,77,92,55,47,78,41
21,29,58,40,40,36,13,66,5,50
51,82,20,48,39,33,47,5,94,37
28,56,83,98,95,79,5,16,36,76
67,48,15,28,42,89,76,78,26,51
29,39,69,50,39,93,98,8,18,3
13,1,48,89,62,67,77,96,84,43
100,52,90,19,32,65,77,19,48,1
64,63,39,54,61,100,18,43,6,30
55,71,93,88,25,1,60,23,18,64
94,40,23,27,88,38,65,35,71,10
36,96,22,42,13,62,2,25,83,19
26,71,52,45,76,91,22,48,29,77
84,72,80,26,74,88,86,86,50,46
24,23,48,55,31,94,63,76,54,99
55,32,35,28,61,29,85,34,54,21
89,8,16,47,23,55,55,100,80,29
100,97,27,82,75,0,28,75,76,63
4,27,67,84,83,3,99,53,8,90
51,48,46,28,84,47,54,61,71,57
49,55,41,37,98,21,14,64,56,90
25,73,27,41,51,62,49,77,20,43
39,59,22,2,32,84,9,83,1,73
30,86,41,12,25,43,47,36,40,4
16,95,47,0,18,50,47,32,25,45
43,28,32,55,88,65,80,59,12,86
81,47,92,69,31,52,59,2,74,98
99,78,79,22,6,0,82,13,56,69
79,68,68,39,55,26,36,13,92,13
70,63,79,28,68,44,65,92,36,95
63,90,0,76,47,68,95,47,56,79
81,40,69,31,84,44,72,98,83,7
44,10,59,60,34,36,12,14,20,75
30,21,68,49,70,17,27,36,53,96
73,10,13,18,51,94,100,73,19,71
70,22,29,22,9,49,83,45,88,78
35,44,53,5,68,97,63,36,79,73
1,72,86,45,21,17,68,44,56,39
12,31,20,76,0,28,12,38,47,11
71,77,88,12,65,77,6,60,16,73
90,0,37,17,71,98,72,14,93,88
52,78,75,35,17,2,74,45,80,55
4,59,15,40,93,25,82,63,26,23
15,11,43,13,54,57,6,83,80,7
85,69,39,88,77,24,96,0,46,47
94,58,10,59,23,11,24,45,93,59
80,6,65,36,84,53,80,85,19,58
69,13,88,78,10,84,35,69,40,68
37,53,72,94,38,21,50,98,78,98
34,4,1,19,71,90,39,33,17,27
81,94,19,56,0,0,72,4,96,6
99,20,94,48,66,62,34,37,54,52
67,9,37,99,22,22,27,37,42,100
93,52,82,81,94,52,46,37,70,92
93,3,97,94,19,65,77,84,90,90
17,38,76,53,71,18,12,12,98,72
48,85,76,53,28,83,41,67,6,84
1,9,100,5,5,63,20,44,75,42
65,87,12,70,49,57,33,68,93,62
85,24,63,82,64,37,83,8,73,93
76,12,21,57,44,19,91,51,39,21
4,64,47,84,56,8,44,57,57,73
5,2,41,18,76,52,32,78,90,57
90,21,64,5,97,88,63,8,83,62
74,49,24,36,63,96,18,33,36,47
31,59,92,94,21,39,78,91,51,30
86,80,14,28,8,31,5,97,38,68
78,33,36,38,97,16,44,46,33,10
9,49,40,4,49,33,97,14,34,11
72,46,17,85,26,89,68,11,54,99
27,7,75,61,27,72,15,72,92,44
13,41,25,95,4,4,73,37,50,47
43,92,94,35,31,75,90,81,37,73
81,85,42,78,2,0,88,90,61,45
5,22,12,3,66,33,23,60,97,32
34,23,76,19,23,31,98,77,0,27
8,10,13,13,4,81,74,60,51,35
100,29,68,48,0,37,35,70,80,71
29,97,35,30,54,81,63,93,57,85
86,89,67,26,26,23,41,55,75,2
49,73,8,96,74,58,76,100,3,1
63,89,49,42,90,47,100,55,91,30
44,4,8,99,34,42,48,78,86,37
48,91,91,59,10,66,26,73,5,86
48,71,96,51,15,60,23,67,10,98
1,77,45,47,85,94,73,95,13,43
11,99,7,30,96,11,3,65,33,33
32,40,16,21,43,58,74,56,100,77
57,39,56,37,98,55,26,1,94,16
37,40,26,29,46,50,73,61,98,69
88,39,62,40,74,51,30,25,60,94
35,1,44,29,23,34,59,6,87,56
26,80,30,12,59,33,0,85,84,88
60,40,27,58,41,71,64,81,58,43
54,35,46,99,96,88,24,40,47,44
90,1,98,50,57,16,89,39,77,81
16,59,42,74,61,96,51,92,86,65
61,90,43,2,95,16,32,26,89,20
41,4,14,58,13,67,34,27,4,30
34,33,23,85,79,58,67,27,81,10
7,76,49,88,33,5,2,2,7,74
25,61,93,6,45,86,69,30,55,48
44,60,2,51,67,81,63,46,30,27
79,68,69,0,90,78,6,89,6,90
27,36,4,100,33,53,8,81,27,47
82,18,66,51,45,84,12,7,94,9
41,0,9,71,0,17,14,14,31,82
21,91,19,30,43,6,65,90,77,44
32,49,90,64,35,75,74,55,42,0
39,77,55,27,61,59,87,10,12,43
36,53,93,85,27,91,81,36,9,30
75,2,51,68,35,75,23,50,29,3
23,35,36,41,7,32,49,54,15,37
66,7,83,28,59,74,21,48,23,1
52,75,20,9,4,53,81,69,85,21
9,41,85,72,68,8,10,76,17,35
92,27,15,42,29,92,4,56,15,67
83,93,22,61,36,37,27,41,13,47
28,51,47,46,92,69,57,80,17,73
