dimension_1,dimension_2,dimension_3,dimension_4,dimension_5,dimension_6,dimension_7,dimension_8,dimension_9,dimension_10,dimension_11,dimension_12,dimension_13,dimension_14,dimension_15,dimension_16,dimension_17,dimension_18,dimension_19,dimension_20
0,95,10,39,24,76,19,49,24,30,2,24,62,70,71,26,6,34,3,1
43,79,38,23,58,63,91,49,17,44,93,30,1,64,98,50,8,3,49,9
32,38,20,97,50,90,1,94,74,85,37,28,34,29,37,100,41,3,48,22
82,32,95,78,38,29,8,77,14,27,12,55,46,77,60,16,11,4,56,79
49,88,96,66,51,97,93,84,43,72,95,19,19,91,48,61,29,80,50,95
36,32,32,68,76,37,48,93,61,8,89,14,26,60,26,50,48,36,60,42
33,36,94,62,41,63,52,12,53,10,71,67,59,93,23,24,22,85,15,72
56,23,14,32,22,85,21,31,18,48,38,7,13,10,65,28,71,30,79,71
72,67,68,98,52,61,4,43,42,98,78,27,67,65,90,70,22,90,24,55
84,20,12,66,98,61,0,63,65,90,24,39,49,49,55,82,65,37,30,37
63,80,82,21,4,30,74,99,33,25,70,77,71,14,97,15,62,6,98,53
83,10,11,18,98,62,21,67,47,19,26,58,52,46,63,46,66,49,100,23
74,77,51,55,24,60,35,44,7,48,13,67,0,16,28,69,53,74,81,51
59,12,83,74,37,34,60,55,97,13,2,44,70,35,12,24,92,52,83,8
6,44,48,48,56,13,48,93,29,66,64,87,85,31,9,48,25,81,9,60
22,49,85,64,47,21,15,70,17,41,4,32,81,19,75,100,97,2,1,70
16,7,82,70,23,43,4,50,98,31,85,8,64,38,95,12,56,45,46,51
87,25,5,99,84,24,81,50,50,32,50,50,50,12,67,75,69,80,60,10
51,98,5,7,91,69,10,68,94,34,37,36,10,57,37,80,19,15,35,87
55,60,37,64,46,84,36,19,99,26,90,86,9,62,56,56,57,22,58,63
39,9,26,79,3,53,49,54,75,86,35,60,59,33,59,72,63,37,20,98
80,60,1,33,99,33,4,26,90,47,48,51,71,3,20,82,26,0,9,88
94,45,98,19,16,9,36,35,5,59,73,31,44,20,75,1,24,44,47,51
96,92,37,83,80,65,26,48,9,37,13,24,20,27,42,99,69,43,10,4
69,48,12,2,36,55,1,86,61,98,70,64,38,48,78,4,100,44,38,80
42,47,15,46,4,57,52,73,0,62,43,8,28,56,56,3,15,83,33,13
46,31,43,51,57,73,61,97,61,23,13,76,86,70,88,73,82,69,91,38
15,80,88,60,34,17,91,3,53,0,74,90,7,16,33,92,68,99,33,41
56,14,74,44,5,44,78,21,88,39,73,30,61,47,14,72,88,24,84,83
23,58,22,40,92,90,9,48,79,19,85,54,90,93,82,41,1,71,90,40
92,68,0,45,63,57,47,68,4,100,25,73,50,24,50,9,57,60,47,58
35,59,93,22,88,99,99,79,83,71,30,59,28,100,32,58,52,92,83,41
47,26,98,48,18,4,9,75,83,86,60,44,10,38,42,60,72,0,80,20
74,4,75,19,13,84,58,59,43,80,35,26,68,42,5,41,2,85,85,17
60,68,7,45,36,33,8,85,81,94,83,12,79,75,95,77,22,57,80,17
27,89,50,80,58,88,4,4,33,0,13,47,95,51,66,2,90,86,47,32
98,55,26,12,60,37,98,41,79,97,96,22,18,50,50,47,56,16,73,53
96,97,100,57,80,54,95,74,70,17,72,21,65,8,39,2,92,89,61,41
78,75,100,67,65,64,60,55,77,57,80,46,8,85,53,41,31,20,10,95
78,32,66,31,90,7,58,76,86,74,58,17,25,35,11,45,41,83,3,51
48,91,45,50,90,42,50,10,18,23,97,56,25,83,57,0,73,45,25,93
98,46,36,70,3,72,6,19,69,93,6,43,56,61,33,2,9,85,84,44
94,19,94,88,62,75,16,37,85,25,1,15,62,82,75,66,41,95,48,42
16,84,95,79,47,54,16,30,0,53,93,43,28,35,5,29,65,87,64,96
73,43,12,8,34,91,100,18,24,96,35,13,80,99,46,76,37,16,4,43
40,52,4,42,32,64,10,44,69,25,7,86,11,86,6,44,51,10,34,0
66,89,58,4,40,70,60,17,14,75,80,96,16,44,53,73,57,27,1,0
24,34,30,60,45,92,27,3,68,20,56,76,39,93,65,25,6,38,81,87
42,39,10,28,16,56,31,85,56,71,48,34,79,56,91,24,97,78,45,12
78,24,29,44,0,22,12,52,16,67,19,45,45,73,39,82,65,30,81,34
47,44,18,90,13,32,22,38,45,71,16,79,95,70,83,17,75,82,41,63
62,68,13,32,92,52,39,58,73,67,5,6,34,75,28,99,18,40,62,99
46,96,61,47,77,85,42,71,95,27,21,12,19,84,17,31,28,84,10,94
21,83,52,75,75,58,19,9,61,73,83,50,80,95,60,64,100,90,80,27
56,98,14,45,20,33,27,86,62,26,59,68,13,24,12,60,99,3,56,58
90,87,63,75,9,7,37,54,25,19,62,97,97,74,5,2,76,51,75,27
45,50,97,94,91,48,75,53,87,60,53,76,74,9,85,3,61,54,1,27
40,12,42,32,3,95,31,92,75,70,27,40,83,58,35,74,45,93,76,76
79,28,15,45,6,40,71,51,70,69,84,20,92,4,34,29,62,66,78,94
74,36,52,67,68,78,62,11,69,25,19,16,7,83,0,8,45,39,39,64
42,18,17,63,63,41,16,66,91,41,84,5,33,51,68,90,21,74,46,92
62,40,83,68,31,52,87,55,12,13,5,28,40,43,96,100,75,4,59,67
35,64,18,29,17,46,29,71,86,72,69,17,70,96,73,20,80,54,99,56
11,15,92,15,4,20,63,59,66,70,45,16,16,90,81,60,69,89,37,6
63,57,43,50,96,76,85,60,54,19,70,83,53,32,52,35,45,73,30,86
3,2,32,20,67,51,96,71,34,66,6,33,9,44,45,23,18,13,61,46
77,9,16,5,63,89,4,13,82,29,52,6,20,23,82,73,5,33,100,69
54,75,87,74,32,74,86,91,46,30,79,14,11,27,23,5,92,57,16,10
93,96,21,67,82,14,7,28,20,69,89,71,41,1,43,23,85,37,21,62
40,31,46,19,2,69,11,14,38,23,95,44,82,0,7,46,99,69,45,18
43,19,69,1,39,42,50,63,98,95,66,99,39,69,69,57,28,46,77,86
4,42,79,63,96,6,87,33,11,11,82,57,6,84,93,75,66,39,25,11
24,45,8,29,24,44,98,33,6,81,6,35,49,48,97,95,53,87,68,30
91,82,12,10,28,88,11,30,48,91,45,64,44,24,81,54,84,49,71,14
12,97,94,10,92,94,47,12,5,1,64,98,35,86,64,27,14,49,98,9
94,54,54,5,99,52,80,17,70,97,15,100,15,76,34,23,71,56,52,38
17,59,62,42,17,30,62,73,45,86,54,35,83,99,96,29,58,100,30,23
48,60,39,96,80,87,74,10,4,41,52,48,91,7,65,20,73,41,2,9
1,47,71,13,100,50,71,73,12,40,14,29,76,86,80,0,23,26,22,66
54,60,26,0,96,67,67,62,0,25,58,43,65,35,81,81,90,68,5,44
18,96,81,44,3,46,50,66,86,21,25,75,18,42,92,36,28,14,31,11
26,78,64,18,82,54,85,30,33,87,16,93,67,61,44,66,12,21,18,98
65,81,51,13,0,44,100,73,86,2,40,7,67,11,84,59,11,7,25,22
59,90,29,17,61,33,70,87,30,25,83,50,44,73,32,26,60,89,58,26
36,14,60,61,37,11,84,100,2,97,83,42,96,79,27,7,52,81,93,3
98,61,56,3,100,80,31,83,76,54,70,60,55,97,81,95,86,89,11,60
18,62,76,17,32,75,61,90,24,13,40,62,55,34,97,83,75,73,27,51
82,65,29,96,73,79,56,77,3,21,94,38,0,8,28,64,25,86,39,42
48,55,32,97,47,24,58,94,40,70,38,79,21,12,80,64,90,1,18,5
56,13,28,52,23,75,57,72,59,61,86,49,87,59,29,49,14,84,40,54
22,38,41,3,47,67,2,58,47,48,66,89,64,29,62,59,59,7,54,70
43,67,23,84,12,67,7,40,6,99,28,7,85,48,20,70,58,77,94,21
73,74,39,8,24,60,50,78,6,75,22,54,57,56,98,49,64,13,61,31
22,47,18,6,77,14,67,32,17,28,91,93,2,55,31,94,95,13,96,42
2,40,24,40,99,59,65,46,20,24,32,88,76,94,61,36,55,41,75,61
16,89,94,17,99,41,56,53,22,6,72,76,99,42,22,5,24,5,97,79
82,68,88,53,89,58,95,93,88,85,14,79,27,96,95,99,36,22,77,86
98,54,50,90,84,19,36,56,71,97,60,53,4,78,4,90,80,99,62,84
25,19,45,13,45,99,73,96,18,74,87,51,0,96,70,61,96,17,25,12
33,50,46,29,40,80,73,6,23,37,41,31,50,35,98,27,81,78,60,5
31,78,81,96,30,1,20,56,52,90,81,91,38,90,22,98,11,19,60,75
39,55,40,90,94,17,36,32,47,46,4,84,98,98,29,82,62,74,11,59
18,21,97,22,11,89,74,51,71,78,14,70,17,51,20,10,32,71,51,95
7,36,30,83,80,14,94,61,35,91,51,15,48,81,58,96,28,38,2,44
14,48,16,15,1,0,60,100,57,92,32,23,9,12,58,91,55,23,18,64
53,12,83,99,55,44,7,65,74,53,22,17,62,85,40,24,69,19,48,6
72,98,65,7,95,50,81,92,28,24,94,76,81,75,11,12,72,7,85,4
35,64,9,40,52,78,12,31,36,83,58,64,45,20,26,59,100,63,69,64
1,25,50,44,50,2,75,62,73,64,11,95,83,27,87,94,41,40,65,62
79,14,27,9,33,58,47,4,80,76,83,81,22,66,42,16,12,92,71,59
18,10,33,1,7,78,56,98,67,4,99,65,71,90,51,85,35,72,98,79
75,96,65,88,32,21,75,29,95,28,67,98,82,30,64,76,53,51,51,0
5,60,11,46,67,54,33,43,63,94,72,21,68,82,39,11,32,55,81,57
86,21,96,80,17,22,71,42,24,94,2,28,87,73,95,24,70,88,77,15
83,70,22,32,51,30,99,77,40,100,71,82,54,83,27,19,32,2,88,86
17,4,67,68,3,93,5,6,23,81,19,57,59,91,84,39,84,71,43,47
42,44,92,20,73,3,85,76,41,94,62,53,93,29,9,82,66,45,8,48
33,0,6,63,55,9,28,37,43,75,16,71,60,57,54,56,59,78,18,66
20,19,73,44,1,91,97,63,62,65,96,31,86,30,88,99,24,2,80,82
92,12,61,18,100,70,80,11,48,53,52,5,38,58,94,11,53,82,92,60
19,77,20,53,44,35,28,3,17,93,38,48,38,12,12,37,26,89,62,88
61,67,81,51,53,72,76,49,37,90,97,10,70,65,83,34,88,1,43,56
48,41,22,25,56,38,4,5,41,54,60,28,24,75,24,13,17,56,38,72
14,28,18,23,37,95,53,73,36,14,15,25,56,91,76,76,63,47,47,48
27,95,55,61,60,99,56,63,53,58,37,17,93,44,61,50,10,51,62,7
71,11,92,95,81,27,44,62,3,43,26,43,11,72,40,29,88,17,74,37
51,14,36,5,28,78,9,78,88,99,36,91,61,5,94,95,12,11,62,23
6,82,64,97,37,27,34,97,28,20,45,20,53,61,24,10,68,51,86,85
68,98,25,83,7,58,43,74,92,65,67,19,40,64,70,14,79,69,32,87
33,7,79,76,68,93,10,43,18,100,26,19,54,16,27,8,26,64,43,93
59,25,56,72,54,24,33,37,11,23,38,95,78,14,90,46,34,34,52,66
30,97,29,100,12,87,67,70,29,69,2,11,89,70,82,43,100,79,36,12
10,8,74,30,76,65,69,13,35,54,90,56,60,54,62,5,67,51,0,90
94,66,95,44,31,33,31,40,72,85,45,96,93,57,50,20,20,76,85,62
33,12,26,71,92,34,68,64,2,92,46,59,12,39,84,39,55,61,53,79
67,3,33,93,88,43,83,42,26,30,96,90,88,76,99,40,1,92,33,46
5,70,19,42,4,48,56,29,6,94,42,15,96,36,78,46,37,29,73,8
92,58,34,78,58,16,95,8,58,38,19,63,90,20,10,32,63,6,65,38
43,69,28,55,90,52,6,62,21,68,66,24,51,52,90,33,85,75,45,72
96,90,47,48,32,67,54,26,47,91,54,54,10,10,14,28,19,23,0,51
22,78,50,20,26,73,39,8,69,48,30,33,42,10,89,0,13,2,20,18
63,61,24,9,28,7,18,38,75,5,83,64,95,90,63,72,71,63,7,18
8,98,62,95,97,81,12,24,48,97,16,20,27,53,50,7,53,96,37,95
78,23,78,42,86,40,19,29,92,82,58,76,12,51,2,9,63,4,15,68
80,10,71,73,1,19,8,42,15,89,31,12,62,48,100,34,10,96,90,6
23,36,34,33,85,55,40,43,38,75,57,31,64,92,4,85,83,7,45,65
4,61,10,32,27,75,95,6,52,39,56,41,16,100,89,48,10,56,92,86
57,49,76,87,27,7,73,91,48,42,28,78,3,6,35,68,46,81,37,18
100,100,53,42,92,74,43,57,47,48,32,47,57,47,25,19,47,21,72,48
98,89,70,96,38,22,50,44,74,76,36,80,88,52,90,38,75,20,50,19
45,71,78,10,54,96,4,32,13,55,41,88,4,66,49,46,97,9,13,35
71,75,33,61,55,78,23,42,75,51,65,55,1,74,28,7,92,67,21,85
76,3,2,16,84,81,10,64,36,66,51,29,77,69,58,40,24,97,13,77
69,12,91,40,35,24,65,97,23,92,8,66,60,72,96,62,78,51,53,76
18,96,10,45,71,34,25,66,43,27,44,88,53,75,91,63,59,90,69,24
86,10,75,96,75,50,59,11,52,75,60,72,94,21,36,6,88,28,57,68
65,8,55,22,61,70,23,50,26,32,76,33,18,16,89,47,71,41,94,74
78,24,10,67,9,14,36,59,19,50,52,9,1,5,7,20,74,15,10,36
76,93,95,49,61,60,99,95,52,46,31,28,96,38,27,84,9,50,39,44
20,1,68,78,97,73,50,96,7,99,79,51,2,88,60,100,64,17,43,90
51,55,65,17,91,38,99,47,87,69,33,60,79,81,64,44,27,40,91,56
79,11,84,96,10,99,73,15,1,21,79,84,75,67,10,14,74,81,10,76
38,13,44,42,87,73,20,40,88,18,45,18,85,58,46,60,86,71,60,26
86,8,59,86,21,51,50,95,65,12,95,32,8,29,8,80,0,27,22,15
96,14,22,59,79,82,39,34,67,22,10,77,65,6,67,18,47,92,35,81
57,56,72,17,85,94,51,43,50,18,99,81,78,80,72,27,85,34,91,46
8,17,40,10,38,23,71,87,44,75,3,1,77,74,50,16,98,40,97,20
93,61,49,5,85,17,25,6,12,13,33,71,47,20,85,98,11,59,96,44
77,46,97,91,61,31,60,78,98,61,10,44,40,27,54,20,73,45,62,67
8,22,83,24,43,98,44,61,36,61,16,31,25,92,69,1,32,94,4,74
16,96,44,13,57,35,10,36,7,39,2,48,52,70,30,35,4,23,45,18
34,37,64,10,18,97,32,48,74,40,79,39,12,56,91,1,92,41,46,40
41,37,20,76,13,93,38,49,71,77,50,66,53,65,85,95,58,22,43,45
3,2,87,52,37,26,52,37,52,81,65,81,1,55,100,29,78,12,61,22
81,68,40,1,59,24,43,53,84,41,36,47,9,15,55,94,17,98,95,42
57,9,70,35,8,49,52,78,33,74,85,83,22,86,58,52,36,65,68,44
48,25,83,13,47,5,57,4,38,31,75,11,93,99,8,47,24,77,27,22
73,29,66,43,52,90,14,43,36,53,60,95,100,70,48,97,73,96,97,0
65,14,90,87,65,31,52,52,11,58,93,20,97,5,28,45,32,82,99,43
43,62,30,69,88,87,46,14,6,16,4,81,97,84,78,68,46,57,59,98
80,78,57,30,94,62,50,52,20,58,99,2,22,55,37,41,89,39,64,13
50,65,5,24,13,15,85,65,74,13,45,54,87,37,63,89,28,47,78,1
29,88,7,32,40,88,28,74,63,33,11,57,68,60,78,70,1,4,100,52
17,35,60,81,30,53,58,39,24,60,78,69,57,46,48,7,37,10,41,42
73,52,88,53,59,59,2,93,66,83,55,60,49,50,57,26,11,40,46,86
59,60,64,87,72,84,24,85,79,82,51,89,42,50,38,15,48,74,78,63
39,10,94,8,8,84,56,48,98,2,26,62,10,37,75,92,33,46,35,7
42,24,68,19,19,9,34,62,44,67,33,18,9,32,65,38,19,3,69,88
38,6,1,56,67,49,61,51,63,45,25,18,36,51,50,94,38,6,28,77
29,97,76,7,5,66,92,82,64,20,90,52,53,93,100,91,95,42,21,38
33,50,22,76,63,56,28,72,33,96,99,54,17,59,77,45,30,2,46,91
78,13,15,94,33,28,69,12,39,32,90,77,99,68,72,59,23,9,86,44
0,61,73,66,64,52,49,62,9,58,62,92,13,36,16,65,31,19,96,75
17,43,87,9,71,87,84,45,92,55,48,19,28,61,65,59,77,99,78,60
36,81,49,86,54,27,72,55,12,99,29,28,68,89,0,32,73,24,82,47
87,58,24,65,93,40,62,82,29,2,65,82,70,47,42,15,81,70,63,7
32,37,91,78,38,47,89,12,34,46,92,92,15,100,31,97,5,99,42,23
92,62,94,88,5,22,77,32,65,19,50,74,74,89,13,40,87,28,11,30
43,72,51,6,58,100,38,29,72,29,52,94,71,28,88,81,11,89,22,13
93,79,31,55,61,93,38,4,31,10,90,44,70,50,41,72,45,73,27,61
59,98,57,8,75,94,60,1,59,71,45,26,38,52,57,9,90,10,49,36
69,5,25,24,3,94,84,93,18,24,14,89,16,96,64,52,44,59,17,17
53,48,78,44,12,20,16,60,98,72,22,26,82,92,58,29,77,86,80,99
76,10,97,19,16,97,89,15,15,34,62,12,6,77,82,50,64,56,14,74
62,11,84,2,63,85,80,48,88,55,98,8,1,97,90,24,26,57,81,52
88,40,26,17,77,86,61,100,45,86,50,51,61,66,95,45,12,10,88,52
21,27,22,43,33,4,24,3,78,79,28,38,45,69,25,46,93,15,26,49
70,65,76,31,72,7,35,28,32,11,24,97,4,71,80,23,59,73,65,48
37,100,11,64,63,66,82,74,92,89,95,58,44,12,70,23,51,33,38,29
41,30,32,82,51,88,4,11,42,79,54,50,97,67,92,57,2,79,16,93
80,47,7,18,56,89,51,7,2,12,47,32,14,69,38,22,65,92,36,58
89,46,4,62,33,77,68,72,17,97,5,81,68,53,79,71,76,79,2,40
36,25,47,70,71,17,71,97,60,13,73,96,16,53,87,67,86,28,80,0
64,81,85,59,69,65,87,32,11,52,100,19,21,62,53,38,65,59,91,2
44,54,28,54,33,74,92,61,96,2,62,84,43,9,58,4,96,65,5,99
31,18,41,73,36,63,98,66,95,55,53,83,33,99,50,2,44,23,47,99
81,80,100,34,75,53,26,56,98,34,68,97,97,27,56,76,53,88,43,8
82,48,16,11,75,12,75,39,47,14,31,53,22,91,39,74,4,56,70,37
56,71,79,21,51,84,18,40,61,39,16,42,54,22,7,77,26,83,98,73
23,58,57,15,34,77,94,50,11,86,64,47,23,25,75,81,79,76,78,89
83,17,13,89,77,24,25,15,86,9,15,60,30,36,46,4,39,26,66,51
80,43,23,80,58,81,23,34,10,100,44,70,84,98,80,46,85,93,41,49
69,32,72,35,56,2,8,38,74,63,32,44,60,43,93,64,71,98,3,64
4,39,46,23,5,5,2,27,66,80,20,97,77,68,73,33,22,17,15,93
86,71,48,22,15,59,89,42,98,17,82,96,40,100,40,2,69,52,37,45
28,12,42,25,71,76,81,30,38,43,22,30,61,24,23,79,38,15,8,77
80,59,1,64,27,26,16,39,1,44,84,6,46,11,4,89,91,22,11,13
78,97,21,100,91,92,20,23,40,64,94,91,6,51,92,60,84,15,3,20
58,61,33,63,3,69,94,24,98,46,80,8,90,48,78,44,34,45,37,45
42,38,22,52,97,28,25,60,15,1,78,28,8,80,63,0,29,23,32,21
72,27,19,63,98,10,80,12,43,51,46,58,83,7,22,25,12,39,44,97
50,6,68,55,82,35,31,6,98,34,30,28,87,2,99,96,63,0,97,57
40,11,12,64,1,46,95,55,9,52,75,80,47,26,7,27,51,89,24,79
88,38,89,65,36,61,52,70,92,60,23,62,58,20,2,90,28,59,89,2
38,39,11,45,77,86,91,63,4,19,5,24,65,29,25,76,98,92,85,62
58,55,42,34,47,20,66,85,94,86,78,84,73,74,61,49,56,61,90,12
98,0,90,18,51,16,56,84,76,62,14,56,91,73,66,77,72,16,49,75
26,52,23,93,7,81,63,91,60,93,6,27,54,57,22,17,64,72,49,93
84,78,49,65,32,69,11,24,70,10,71,59,55,33,6,59,10,32,62,56
26,45,16,4,3,13,49,81,8,56,13,53,15,56,39,31,21,37,54,33
37,89,90,16,74,79,89,82,23,61,19,87,9,27,80,33,99,57,59,10
47,22,40,6,54,57,72,73,64,84,30,28,0,63,6,45,41,76,98,22
84,22,11,77,40,23,92,29,5,14,36,79,84,83,93,16,24,36,41,45
3,73,14,36,100,24,58,26,62,64,38,72,99,10,81,62,56,14,77,56
89,89,67,67,61,34,46,37,1,12,12,15,35,63,15,98,59,2,92,16
7,32,20,80,39,24,19,13,41,70,7,20,28,80,0,70,97,62,61,59
44,85,97,5,45,85,99,4,100,97,55,48,88,13,87,83,56,25,72,72
32,83,58,44,29,65,57,80,59,9,5,69,51,84,31,40,6,87,59,41
58,91,19,2,23,100,26,78,50,61,62,44,16,99,93,42,24,92,51,54
22,75,32,9,56,54,29,8,89,20,38,58,12,86,87,61,44,65,57,57
5,65,0,88,18,84,71,3,31,60,62,61,100,72,77,0,21,77,5,90
35,58,60,78,62,65,68,57,63,55,4,97,64,41,89,8,77,50,35,49
39,21,30,22,84,86,46,89,94,99,40,74,98,29,79,46,14,46,50,28
31,38,71,75,60,18,74,39,3,75,17,13,74,50,35,76,7,95,41,80
57,33,57,69,10,51,79,61,74,7,33,36,33,95,11,70,73,15,25,78
67,25,31,24,52,71,28,11,29,77,73,33,95,41,79,53,18,36,76,36
39,14,93,56,73,56,19,70,95,98,77,8,4,24,74,66,7,96,44,46
22,11,69,90,59,3,14,31,43,61,23,46,9,45,16,30,87,51,28,46
80,37,100,41,75,71,1,4,13,98,1,92,51,95,1,14,12,54,42,14
20,71,95,41,92,61,69,94,95,60,78,18,85,20,30,37,82,72,58,65
1,11,58,37,94,64,5,91,68,100,55,65,76,98,88,68,40,82,96,62
96,7,64,55,99,0,61,16,45,46,35,62,56,15,46,5,8,9,59,8
76,98,67,94,6,21,86,52,64,70,48,57,75,37,6,61,13,60,82,40
97,47,98,98,6,52,33,33,22,22,70,84,10,27,97,86,22,27,57,51
70,11,28,58,51,17,36,6,68,3,8,23,70,7,78,34,83,21,77,71
56,72,42,79,44,91,21,92,52,94,81,18,10,68,48,81,19,90,61,85
31,45,86,70,60,52,24,89,22,36,32,42,27,86,39,46,6,44,59,19
33,19,98,51,47,14,4,32,67,54,58,20,67,84,90,13,21,97,96,47
100,99,53,2,52,100,100,23,80,51,57,93,45,75,80,36,91,76,43,64
87,62,22,14,38,2,73,7,90,25,77,44,98,51,17,94,72,17,76,77
46,29,37,33,56,52,71,76,75,0,86,65,17,62,54,27,22,74,95,22
0,43,82,74,33,25,96,89,80,56,24,41,13,54,42,8,54,45,9,28
50,55,1,30,14,81,97,59,80,61,66,46,91,44,6,40,29,64,6,78
27,34,0,43,40,11,69,20,37,98,48,27,99,44,94,87,77,6,80,94
25,49,28,94,96,60,42,75,86,100,40,40,74,32,12,21,77,95,100,98
18,40,39,89,69,75,68,85,29,61,76,50,52,29,52,45,23,84,11,12
90,25,53,87,11,48,73,57,14,29,25,54,18,28,71,83,81,79,36,89
75,100,70,56,9,97,35,19,92,65,34,89,37,39,29,1,84,1,94,80
85,64,64,60,37,98,83,34,59,23,26,27,91,55,21,53,11,30,80,42
71,45,68,20,47,86,28,89,26,59,31,63,7,21,70,75,33,62,83,92
63,22,63,100,95,66,64,2,59,41,91,4,15,42,59,9,40,80,9,20
29,73,49,21,84,77,54,83,18,67,21,6,5,33,83,75,94,65,20,2
86,12,44,32,58,87,12,63,14,65,21,77,15,57,61,34,85,96,68,75
75,25,15,21,68,39,39,37,28,84,70,43,93,44,93,0,65,24,56,29
3,34,59,42,37,34,53,30,6,5,0,20,93,59,30,57,32,10,78,87
47,2,18,17,30,78,41,53,23,99,82,86,67,32,1,90,48,61,100,43
89,4,36,89,29,96,13,61,41,20,74,82,99,41,24,16,49,46,0,59
88,54,26,46,38,10,49,80,17,70,76,14,3,33,84,3,47,18,65,94
23,7,23,36,78,6,11,29,99,66,87,56,50,23,68,89,57,25,78,56
71,19,96,81,5,55,64,91,91,70,87,2,73,42,41,36,85,49,80,99
38,53,13,89,25,5,52,47,29,38,88,39,25,61,2,78,70,41,19,17
53,67,5,77,47,72,65,53,78,72,6,29,99,69,17,37,80,52,27,92
78,71,34,4,95,8,45,7,37,40,73,56,50,68,9,20,88,44,70,26
21,24,24,80,73,73,4,92,17,73,71,75,18,27,82,80,50,13,87,86
52,57,50,56,10,6,15,69,73,41,71,76,61,9,19,77,24,84,87,33
3,35,35,79,55,77,85,36,92,66,98,25,96,94,1,39,69,82,23,83
30,60,9,96,23,53,86,31,75,41,67,26,73,52,2,31,60,67,13,76
89,49,52,85,92,66,12,48,11,25,57,77,14,40,17,91,26,19,85,13
76,3,40,5,20,39,41,11,72,84,96,19,86,24,18,55,81,95,39,4
33,6,26,54,62,6,7,76,21,27,90,87,21,2,96,14,7,16,32,89
60,43,80,82,83,5,57,81,51,79,71,15,48,95,78,90,33,2,12,29
4,27,15,93,49,52,95,22,54,35,88,88,58,34,26,67,97,25,81,32
24,50,12,34,4,97,85,27,8,7,74,85,47,65,73,75,52,62,39,66
72,51,52,53,34,29,53,61,6,12,91,84,55,61,37,16,47,75,74,7
48,77,77,37,56,11,81,2,3,22,67,97,100,84,2,39,96,83,36,70
72,27,65,87,12,76,83,78,35,19,39,21,63,97,87,81,80,56,45,85
76,41,4,52,44,51,31,72,20,21,98,11,5,80,87,4,31,5,6,76
100,42,69,51,95,20,97,56,93,71,87,96,5,98,12,85,48,91,93,63
43,17,79,47,62,70,21,68,85,43,75,4,30,49,77,5,10,58,58,10
89,49,59,85,46,0,83,38,53,17,33,73,52,65,17,28,100,17,69,18
91,4,57,12,83,73,39,3,29,69,29,16,97,55,58,11,39,3,27,81
18,7,54,26,45,21,11,54,71,56,94,40,81,59,73,47,54,77,43,12
81,14,81,26,40,1,58,73,33,99,61,80,20,87,68,36,31,20,76,37
75,16,15,56,38,15,73,43,24,96,40,41,41,82,36,60,9,17,1,81
65,67,30,53,68,67,75,86,27,95,18,18,59,48,50,63,30,43,26,41
56,44,86,81,69,61,67,39,94,82,20,89,35,5,42,48,55,77,22,34
78,16,40,94,93,85,19,56,60,100,73,15,4,84,23,10,0,73,47,22
93,42,26,89,71,26,92,13,83,19,33,15,100,33,62,50,68,97,78,7
19,67,73,68,79,84,71,76,67,55,88,45,33,50,51,33,46,24,8,75
21,28,22,89,81,54,49,44,31,96,37,94,44,91,88,30,27,65,7,39
73,80,22,14,79,37,28,5,70,73,78,81,50,18,40,30,12,94,10,100
10,91,33,79,29,59,91,44,39,27,5,55,84,19,71,95,59,20,42,96
47,50,3,52,34,37,63,84,95,32,87,18,75,63,71,43,24,48,10,37
1,76,73,47,82,84,37,44,0,19,49,52,63,29,91,41,95,52,89,27
38,99,5,63,32,57,13,2,5,3,71,41,45,0,8,86,78,27,9,87
39,22,67,72,14,100,45,29,38,22,69,44,46,33,2,84,62,28,70,79
7,23,88,89,42,79,63,73,32,20,82,68,12,44,27,50,55,12,52,7
76,44,93,95,56,46,54,12,44,0,39,14,9,49,22,72,20,38,48,50
62,36,12,34,46,38,76,11,88,28,42,45,74,63,97,77,16,95,59,12
21,16,53,68,89,12,58,87,50,83,61,48,24,5,75,19,48,16,48,12
17,18,73,52,12,83,30,5,39,15,56,56,48,27,65,71,71,9,60,23
21,50,76,77,73,92,48,62,15,77,2,76,90,75,88,13,89,59,37,98
83,64,18,91,25,16,64,72,56,19,71,74,29,93,47,88,58,64,98,95
39,89,8,46,76,43,42,40,28,33,55,62,58,47,48,32,13,47,17,67
28,79,0,99,50,42,20,71,72,79,98,98,87,54,95,93,3,82,58,54
70,97,73,18,22,45,93,0,84,12,46,61,87,55,64,92,81,37,26,90
9,78,51,84,74,84,80,37,83,59,41,24,4,88,60,69,22,52,2,82
52,91,79,60,1,94,93,3,83,11,63,28,36,44,27,25,47,63,12,66
83,44,61,61,58,70,82,15,64,94,1,27,7,94,63,84,93,40,68,31
86,0,5,8,30,42,95,76,0,55,98,58,20,56,34,45,99,64,38,39
98,8,62,48,64,28,19,57,44,73,41,31,72,17,89,29,0,52,48,99
53,53,98,46,28,45,49,18,54,62,55,76,17,85,25,3,38,11,68,74
68,83,88,87,4,12,23,63,68,60,42,68,23,5,10,52,66,83,42,36
19,76,88,6,40,78,79,32,14,88,26,13,58,56,6,20,1,36,66,54
57,54,1,57,45,69,43,50,0,29,79,44,11,99,17,47,59,50,27,34
5,6,59,29,2,38,40,13,62,29,22,77,63,20,82,63,99,35,35,99
69,48,71,25,15,82,83,85,91,42,39,7,74,87,23,62,97,88,30,49
